Price,VehicleType,YearOfVehicleRegistration,GearBoxType,PowerOfTheEngine,ModelOfTheVehicle,DistranceTravelled,TypeOfTheFuelUsed,BrandOfTheVehicle,IsDamageRepaired
1690.0,2,0,1,102,28,1.0,6,20,0
11000.0,7,8,0,150,20,0.6551724137931034,1,27,0
2400.0,6,1,1,170,9,1.0,6,2,0
30600.0,4,10,0,231,90,0.5172413793103449,1,20,0
8700.0,7,7,0,170,194,1.0,1,15,0
2950.0,0,0,0,143,90,1.0,1,20,0
2390.0,4,1,0,61,99,1.0,6,32,0
5375.0,6,4,1,102,154,0.8275862068965517,6,31,0
1499.0,6,1,1,144,155,1.0,6,24,0
6000.0,6,5,1,90,37,0.5172413793103449,6,24,0
3399.0,2,6,1,60,95,0.6551724137931034,6,10,0
1500.0,6,2,1,75,78,1.0,1,24,0
7700.0,3,8,1,140,207,1.0,1,36,0
4850.0,6,1,1,170,9,1.0,6,2,0
10999.0,4,3,1,192,233,1.0,6,2,0
5400.0,3,6,1,120,234,1.0,1,24,0
8500.0,6,7,1,177,23,1.0,1,1,0
3200.0,0,4,1,179,160,1.0,1,36,0
2100.0,2,3,1,50,135,1.0,6,36,0
2300.0,2,2,0,75,113,0.6551724137931034,6,30,0
3200.0,3,6,1,90,20,1.0,1,25,0
5900.0,0,3,1,116,160,0.8275862068965517,6,36,0
6499.0,4,7,1,150,91,1.0,6,36,0
3400.0,3,6,1,105,207,1.0,1,36,1
2700.0,3,0,1,102,186,1.0,1,27,0
3500.0,3,8,1,111,20,1.0,6,27,0
3000.0,0,6,1,110,37,1.0,1,24,0
6600.0,0,5,1,122,54,1.0,1,20,0
9990.0,6,7,0,200,160,0.44827586206896547,6,36,0
12900.0,3,6,0,150,221,1.0,1,20,0
14800.0,0,10,0,170,54,0.6551724137931034,1,20,0
14900.0,0,10,0,184,72,0.8275862068965517,6,21,0
2000.0,4,3,1,136,6,1.0,6,25,0
4300.0,2,10,1,69,121,0.8275862068965517,6,10,0
7999.0,2,9,1,101,11,0.10344827586206896,6,9,0
3850.0,2,11,1,61,99,0.5172413793103449,6,32,0
4400.0,2,4,1,116,75,1.0,6,21,0
4950.0,0,5,1,145,96,1.0,6,10,0
9999.0,2,14,1,82,95,0.0,6,10,0
9500.0,2,10,0,90,163,0.6551724137931034,1,36,0
6250.0,6,5,1,177,26,1.0,6,1,0
4250.0,2,9,1,69,121,0.8275862068965517,6,10,0
2300.0,6,2,1,116,164,1.0,6,23,0
1350.0,0,3,0,200,128,1.0,6,27,0
6000.0,6,3,1,150,9,1.0,1,2,0
4000.0,3,8,1,131,209,0.8275862068965517,1,36,0
8900.0,6,0,0,224,181,0.8275862068965517,6,20,0
4800.0,2,10,1,75,73,0.6551724137931034,6,22,0
12499.0,6,12,1,86,109,0.44827586206896547,6,36,0
9890.0,2,14,1,90,116,0.0,6,11,0
2800.0,0,2,1,134,160,1.0,6,36,0
2550.0,0,1,0,150,160,1.0,1,36,0
8888.0,6,9,1,160,109,0.8275862068965517,6,36,0
1600.0,0,0,1,116,234,1.0,6,24,0
2500.0,0,2,0,163,24,1.0,1,1,1
14500.0,7,14,1,90,20,0.1724137931034483,1,27,0
2850.0,6,2,1,140,28,1.0,6,20,0
5200.0,0,8,1,140,160,1.0,1,36,1
12850.0,3,12,1,128,20,0.3793103448275862,1,15,0
8500.0,3,9,1,116,12,0.8275862068965517,6,19,0
3000.0,2,7,1,69,113,1.0,6,30,0
3450.0,3,7,1,101,234,1.0,1,24,0
2600.0,4,4,1,95,121,0.5862068965517242,6,10,0
3259.0,0,4,1,130,146,1.0,1,10,0
11000.0,0,11,1,122,72,1.0,6,21,0
2500.0,2,4,1,80,95,1.0,6,10,0
2000.0,2,9,1,52,140,0.6551724137931034,6,3,0
13998.0,6,9,1,170,9,0.6551724137931034,6,2,0
5850.0,0,9,1,110,96,1.0,1,10,0
1500.0,6,2,1,126,164,1.0,1,23,1
32300.0,3,11,0,179,209,0.8275862068965517,1,36,0
6690.0,3,5,0,130,189,1.0,1,36,1
35000.0,3,14,1,114,209,0.6551724137931034,1,36,0
2799.0,6,0,0,170,13,1.0,6,2,0
2650.0,2,2,1,60,135,0.6551724137931034,6,36,0
1200.0,6,2,1,101,8,1.0,6,19,0
1800.0,6,1,0,170,90,1.0,1,20,1
1300.0,0,0,1,116,96,1.0,6,10,0
18950.0,0,10,1,190,24,1.0,1,1,0
15300.0,0,8,0,190,24,0.8275862068965517,1,1,0
2900.0,6,6,1,68,95,0.8275862068965517,1,10,0
4500.0,2,8,1,60,78,1.0,6,24,0
2550.0,6,1,1,131,26,1.0,6,1,0
5850.0,3,6,1,131,105,1.0,1,10,0
8000.0,7,5,0,113,197,0.8275862068965517,1,15,0
2100.0,2,4,1,80,95,1.0,6,10,0
14699.0,5,5,0,224,20,1.0,1,20,0
6100.0,3,5,0,140,207,1.0,1,36,0
4990.0,2,11,1,75,212,0.44827586206896547,6,27,0
3550.0,2,6,1,87,191,0.3793103448275862,6,8,0
1199.0,0,2,1,90,96,1.0,1,10,1
11200.0,2,11,1,105,21,0.8275862068965517,1,1,0
13230.0,0,8,1,143,9,0.44827586206896547,6,2,0
18900.0,6,14,1,136,5,0.10344827586206896,6,2,0
6750.0,6,6,1,129,9,0.8275862068965517,6,2,1
1550.0,2,1,1,58,78,0.8275862068965517,6,24,0
1850.0,2,1,1,58,212,0.5172413793103449,6,27,0
25990.0,6,14,1,184,23,0.24137931034482757,1,1,0
4550.0,0,7,1,101,94,1.0,1,31,0
8800.0,2,8,1,143,5,0.6551724137931034,6,2,0
1400.0,2,3,1,125,78,1.0,6,24,0
2700.0,0,4,1,116,214,1.0,1,37,0
2500.0,6,8,1,52,140,0.8275862068965517,6,3,0
2590.0,3,1,1,125,234,1.0,6,24,0
2500.0,6,4,1,125,141,1.0,6,27,0
20555.0,0,14,0,184,154,0.31034482758620685,1,31,1
1300.0,6,16,1,58,70,1.0,6,27,0
8000.0,5,5,0,200,109,1.0,6,36,0
13600.0,4,10,1,131,141,0.3793103448275862,6,27,0
32000.0,6,8,0,183,90,0.44827586206896547,6,20,0
3200.0,2,3,1,54,163,0.3793103448275862,6,36,0
7299.0,5,9,1,110,141,0.8275862068965517,6,27,0
2450.0,3,2,1,125,234,1.0,6,24,0
4690.0,2,9,1,80,163,1.0,6,36,0
3900.0,6,4,1,95,28,1.0,1,20,0
1777.0,0,0,1,150,160,1.0,1,36,0
4250.0,2,7,0,71,99,0.8275862068965517,6,32,0
6000.0,0,6,0,140,160,1.0,1,36,0
5500.0,4,4,1,136,8,1.0,6,25,1
13950.0,6,12,1,105,44,0.1724137931034483,6,36,0
6850.0,0,7,1,102,160,0.8275862068965517,6,36,0
2000.0,0,5,1,109,215,1.0,1,37,0
6550.0,4,4,1,175,20,1.0,6,29,0
21700.0,2,12,0,185,21,0.3793103448275862,6,1,0
17900.0,6,9,1,120,24,0.8275862068965517,6,1,0
23199.0,6,12,0,184,9,0.44827586206896547,1,2,0
9500.0,2,14,1,105,113,0.3793103448275862,1,30,0
8000.0,2,10,1,95,95,0.44827586206896547,1,10,1
10000.0,0,7,0,163,9,1.0,1,2,0
7000.0,0,12,1,84,134,0.5172413793103449,6,6,0
11900.0,6,10,1,143,5,0.3793103448275862,6,2,0
6300.0,3,7,0,150,234,0.0,1,24,0
38990.0,3,15,0,190,20,0.10344827586206896,1,2,0
18400.0,6,15,0,150,96,0.034482758620689655,6,10,0
12999.0,0,9,0,177,9,1.0,1,2,0
4999.0,6,4,1,122,54,1.0,1,20,0
9990.0,5,8,1,160,187,0.6551724137931034,6,36,0
3500.0,0,2,1,102,24,1.0,6,1,0
17500.0,7,12,1,200,127,0.44827586206896547,6,10,0
3999.0,0,2,1,143,54,1.0,6,20,0
8000.0,0,5,1,150,222,1.0,1,20,0
9250.0,2,15,1,60,213,0.10344827586206896,6,36,0
5200.0,6,4,1,120,24,0.10344827586206896,6,1,0
26999.0,7,11,0,200,158,0.31034482758620685,1,22,0
1599.0,2,0,1,54,78,0.5862068965517242,6,24,0
4350.0,6,6,1,170,90,1.0,1,20,1
18450.0,3,13,0,105,109,0.3793103448275862,1,36,0
4200.0,2,8,0,71,99,0.44827586206896547,6,32,0
1250.0,3,4,0,144,61,1.0,1,15,1
8750.0,4,8,1,140,37,0.44827586206896547,6,24,0
7950.0,3,10,1,120,142,0.31034482758620685,6,24,0
19999.0,3,7,1,131,209,0.8275862068965517,1,36,0
2600.0,6,0,0,231,9,1.0,6,2,0
2000.0,6,0,0,90,28,1.0,1,20,0
6990.0,2,11,0,71,99,0.31034482758620685,6,32,0
6499.0,0,8,0,140,160,1.0,1,36,0
1790.0,2,2,0,60,143,1.0,6,23,0
12750.0,3,11,1,105,207,0.8275862068965517,1,36,0
4000.0,0,4,1,177,219,1.0,6,24,0
1001.0,6,0,1,102,28,1.0,6,20,0
2200.0,2,4,1,75,94,1.0,6,31,1
7399.0,6,9,1,105,109,1.0,6,36,0
4990.0,3,1,0,145,105,0.8275862068965517,6,10,0
3700.0,6,1,0,125,37,0.44827586206896547,6,24,0
2199.0,4,1,0,54,99,0.8275862068965517,6,32,0
11950.0,7,8,1,155,185,0.8275862068965517,1,12,0
8999.0,2,9,1,201,70,0.8275862068965517,6,27,0
2750.0,7,1,0,200,20,1.0,6,19,0
11000.0,7,8,1,140,204,1.0,1,36,0
3499.0,2,9,1,82,95,1.0,6,10,0
2750.0,6,4,1,101,37,1.0,1,24,0
2350.0,3,3,1,90,45,1.0,1,5,0
2500.0,2,0,1,75,109,1.0,6,36,0
11450.0,3,11,1,105,209,1.0,1,36,1
5000.0,6,5,0,140,207,1.0,1,36,0
2946.0,3,6,1,109,20,1.0,1,5,0
6700.0,0,5,1,131,24,1.0,6,1,0
5400.0,6,6,1,105,109,0.0,1,36,0
1800.0,2,1,1,75,212,0.5172413793103449,6,27,0
17900.0,6,14,1,160,20,0.034482758620689655,1,3,0
5800.0,2,9,1,60,78,0.3793103448275862,6,24,0
1999.0,2,1,1,60,163,0.8275862068965517,6,36,0
2150.0,7,4,1,105,20,1.0,6,11,0
7999.0,4,6,1,116,75,0.6551724137931034,6,21,0
2200.0,0,0,1,184,13,1.0,1,2,0
3650.0,0,6,1,90,37,0.8275862068965517,6,24,0
5250.0,2,9,1,73,51,0.3793103448275862,6,5,0
2990.0,2,3,1,101,102,0.6551724137931034,6,10,0
1899.0,0,5,1,120,2,1.0,6,0,0
6300.0,0,10,1,105,154,0.8275862068965517,6,31,1
1290.0,2,0,1,54,188,0.8275862068965517,6,9,0
6500.0,3,9,1,85,208,0.8275862068965517,1,10,0
9000.0,0,7,0,197,13,1.0,1,2,0
22589.0,6,14,1,150,109,0.24137931034482757,1,36,0
5100.0,6,2,1,170,26,0.8275862068965517,6,1,0
9690.0,2,13,1,86,94,0.10344827586206896,6,31,0
1850.0,0,3,1,125,234,1.0,1,24,0
3990.0,4,4,1,136,8,1.0,6,25,0
6100.0,0,8,1,120,219,1.0,1,24,0
1400.0,6,3,1,86,77,1.0,6,35,0
11900.0,6,11,1,125,96,0.44827586206896547,6,10,0
5600.0,7,1,0,211,66,1.0,6,14,0
6400.0,5,2,0,143,9,0.8275862068965517,6,2,0
3300.0,6,2,0,143,54,1.0,1,20,0
6790.0,6,7,0,102,109,0.8275862068965517,6,36,0
2150.0,6,4,1,120,14,1.0,6,19,0
4400.0,2,9,1,60,94,0.8275862068965517,6,31,0
14900.0,6,12,1,136,5,0.31034482758620685,6,2,0
8900.0,6,9,1,105,109,0.8275862068965517,1,36,0
39200.0,7,15,0,211,20,0.0,6,20,0
3990.0,2,8,1,65,166,1.0,6,9,0
1350.0,6,16,1,116,129,0.0,6,22,0
16500.0,3,8,1,174,209,0.5862068965517242,1,36,0
6800.0,0,9,1,179,141,1.0,6,27,0
9550.0,6,12,1,105,132,0.44827586206896547,1,30,0
5900.0,0,8,1,102,109,1.0,6,36,0
7199.0,6,5,0,224,26,1.0,1,1,0
15950.0,3,9,1,131,209,1.0,1,36,0
2499.0,0,7,1,150,219,1.0,1,24,0
7400.0,3,9,1,120,20,0.6551724137931034,1,5,0
28500.0,7,10,0,231,137,1.0,1,20,0
5555.0,0,5,1,150,160,1.0,6,36,0
5000.0,6,5,1,140,219,1.0,6,24,0
2000.0,0,5,1,75,126,1.0,6,27,1
7000.0,0,9,1,143,9,1.0,6,2,0
7200.0,3,4,1,150,222,1.0,1,20,0
3500.0,0,4,1,150,23,1.0,6,1,0
5200.0,3,7,1,105,109,1.0,1,36,0
13000.0,7,7,0,177,226,1.0,1,2,0
12900.0,2,10,1,122,75,0.10344827586206896,6,21,0
3500.0,0,2,1,180,24,1.0,1,1,0
11500.0,2,13,1,110,119,0.44827586206896547,1,23,0
2699.0,2,6,1,109,6,1.0,1,25,1
9500.0,2,13,1,82,95,0.10344827586206896,6,10,0
2000.0,6,1,1,102,160,1.0,6,36,0
3500.0,6,1,1,105,9,0.8275862068965517,6,2,0
15500.0,0,10,1,184,9,0.3793103448275862,1,2,0
5500.0,2,10,1,86,94,0.8275862068965517,6,31,0
2750.0,6,16,0,82,177,0.8275862068965517,6,32,1
25500.0,5,13,0,150,25,0.31034482758620685,1,1,0
10000.0,2,14,1,70,20,0.10344827586206896,6,24,0
23900.0,6,11,0,184,13,0.8275862068965517,1,2,0
3300.0,3,5,1,120,234,1.0,1,24,0
24499.0,0,14,0,140,160,0.24137931034482757,1,36,0
4750.0,4,5,1,95,121,0.3793103448275862,6,10,0
15600.0,4,6,0,231,193,0.6551724137931034,6,20,0
6290.0,6,7,1,170,109,1.0,1,36,0
5390.0,3,5,1,102,207,1.0,6,36,0
1349.0,2,2,1,75,212,1.0,6,27,0
8499.0,7,5,0,178,206,1.0,1,36,0
6000.0,2,9,1,90,78,0.3793103448275862,6,24,0
8900.0,4,4,1,116,75,0.44827586206896547,6,21,0
13550.0,7,11,1,122,75,0.3793103448275862,6,21,0
4800.0,2,0,1,200,44,1.0,6,36,0
1999.0,3,2,1,69,20,1.0,1,9,0
6950.0,2,9,1,82,95,0.44827586206896547,6,10,0
5299.0,2,5,1,90,156,1.0,6,21,0
3600.0,0,2,1,116,9,1.0,6,2,0
10999.0,6,11,1,140,68,0.24137931034482757,6,11,0
5700.0,6,5,1,116,5,1.0,6,2,0
2999.0,0,3,1,131,160,1.0,1,36,1
4995.0,2,9,1,63,95,0.5172413793103449,6,10,0
7900.0,0,6,0,140,24,1.0,1,1,0
2690.0,3,3,1,136,20,1.0,1,19,0
3299.0,2,8,1,60,78,0.6551724137931034,6,24,0
14400.0,7,10,1,163,127,0.5862068965517242,1,10,0
4350.0,6,7,1,105,37,1.0,6,24,0
15000.0,6,10,0,170,26,1.0,1,1,0
1800.0,6,5,1,88,141,1.0,1,27,0
8600.0,0,6,0,170,26,1.0,6,1,1
2490.0,0,6,1,135,128,1.0,6,27,0
14500.0,3,11,1,150,8,0.44827586206896547,1,25,0
11999.0,5,4,0,218,71,0.8275862068965517,6,20,0
4900.0,2,12,1,75,212,0.5172413793103449,6,27,0
7950.0,2,8,1,95,156,0.8275862068965517,6,21,0
15990.0,0,10,0,231,90,1.0,1,20,0
8890.0,7,8,1,141,170,0.5172413793103449,6,23,0
31500.0,6,10,0,235,181,1.0,1,20,0
4850.0,3,1,1,129,198,1.0,1,20,0
4450.0,6,3,1,150,9,1.0,1,2,0
8500.0,6,5,1,218,9,1.0,6,2,0
2499.0,0,1,1,109,214,1.0,6,37,0
4800.0,3,7,1,101,145,0.6551724137931034,6,27,0
2850.0,3,1,0,122,222,1.0,1,20,1
19500.0,4,11,1,204,233,0.44827586206896547,6,2,0
5100.0,7,4,0,163,229,1.0,1,37,0
8100.0,4,6,1,163,193,0.8275862068965517,6,20,1
13900.0,6,16,1,136,24,1.0,1,1,0
2199.0,6,0,1,101,109,1.0,6,36,0
2850.0,2,4,1,60,163,1.0,6,36,0
6390.0,3,6,1,140,42,1.0,1,20,0
2500.0,2,6,1,77,116,1.0,6,11,1
1455.0,0,1,1,84,37,1.0,6,24,0
18900.0,2,16,0,48,99,0.0,2,32,0
7800.0,2,11,1,82,95,0.5172413793103449,6,10,0
3600.0,6,0,0,192,9,1.0,6,2,0
3500.0,7,3,1,150,79,1.0,6,11,1
1550.0,0,0,1,125,54,1.0,1,20,0
1750.0,0,0,1,107,128,1.0,1,27,0
17500.0,0,6,1,102,57,0.31034482758620685,6,36,0
1700.0,2,5,1,68,95,1.0,1,10,0
10500.0,0,12,0,149,160,1.0,1,36,0
6500.0,2,5,1,90,156,0.44827586206896547,6,21,0
2950.0,6,16,1,84,37,1.0,6,24,0
1599.0,2,3,1,73,50,0.8275862068965517,6,5,0
3600.0,6,2,0,220,54,1.0,6,20,0
7300.0,3,1,1,102,209,1.0,1,36,0
12500.0,6,9,0,143,5,0.31034482758620685,6,2,0
6250.0,0,5,1,102,23,1.0,6,1,0
7450.0,4,7,1,136,96,1.0,1,10,0
1900.0,4,0,1,136,6,1.0,6,25,0
4000.0,0,7,1,170,24,1.0,1,1,0
1200.0,2,2,1,80,95,0.8275862068965517,6,10,1
8990.0,3,0,1,151,209,1.0,1,36,0
1050.0,6,0,1,125,60,1.0,6,22,0
1200.0,6,6,1,65,162,1.0,6,15,0
6300.0,6,9,1,80,109,1.0,6,36,0
2995.0,6,2,1,75,109,1.0,6,36,0
11500.0,6,9,1,116,5,1.0,1,2,0
4500.0,6,5,1,95,28,1.0,6,20,0
3990.0,2,6,1,77,166,0.6551724137931034,6,9,0
5000.0,2,14,1,87,20,0.1724137931034483,6,24,0
11799.0,0,9,1,160,115,1.0,1,24,0
3550.0,0,4,0,150,9,1.0,1,2,0
1250.0,0,5,0,75,94,0.5172413793103449,6,31,1
4850.0,0,6,0,150,219,1.0,1,24,0
2500.0,2,1,1,50,135,0.6551724137931034,6,36,0
5500.0,7,8,1,140,211,0.6551724137931034,6,12,0
6400.0,0,11,0,110,52,1.0,1,5,0
14500.0,0,12,1,170,154,0.6551724137931034,1,31,0
1600.0,0,4,1,103,199,1.0,6,9,0
5800.0,0,6,0,163,24,1.0,1,1,0
2200.0,0,4,1,75,126,1.0,6,27,0
2990.0,6,0,0,101,109,0.3793103448275862,6,36,0
25200.0,3,14,1,200,234,0.0,6,24,0
6700.0,0,9,1,163,9,1.0,1,2,0
13500.0,6,11,1,125,23,1.0,1,1,0
5280.0,3,7,1,145,55,1.0,6,10,0
17999.0,6,9,0,204,54,0.10344827586206896,6,20,0
9399.0,3,8,1,143,182,1.0,1,10,0
7500.0,4,8,1,120,6,0.5862068965517242,6,25,0
4450.0,2,8,0,71,99,0.44827586206896547,6,32,0
2100.0,0,4,1,136,10,1.0,1,25,0
26900.0,7,14,0,156,20,0.10344827586206896,6,20,0
2499.0,6,2,1,136,8,1.0,6,25,0
8750.0,4,3,0,163,54,1.0,6,20,0
3650.0,2,11,0,61,99,0.5862068965517242,6,32,0
7900.0,2,11,1,95,20,0.24137931034482757,6,0,0
3990.0,3,5,1,131,20,0.8275862068965517,1,27,0
1111.0,2,0,1,55,70,1.0,6,27,0
11990.0,7,6,0,224,137,1.0,1,20,0
2290.0,6,5,1,90,132,1.0,1,30,1
18900.0,6,9,0,218,7,0.44827586206896547,1,4,0
6000.0,6,5,1,102,109,1.0,6,36,0
2900.0,2,2,1,116,109,1.0,1,36,0
14700.0,3,12,1,125,20,0.24137931034482757,6,10,0
4400.0,6,9,1,109,112,0.8275862068965517,6,12,0
8900.0,6,4,0,218,13,1.0,1,2,0
8900.0,0,11,0,150,39,1.0,1,35,0
3100.0,3,5,1,101,142,1.0,1,24,0
8600.0,0,7,1,116,23,0.8275862068965517,6,1,0
2300.0,2,5,1,54,100,0.8275862068965517,6,36,0
4000.0,0,1,0,231,9,1.0,6,2,0
5499.0,2,5,1,116,75,1.0,6,21,0
1999.0,6,6,1,44,51,1.0,6,5,1
2400.0,0,4,1,113,141,1.0,4,27,0
3900.0,2,6,1,90,230,1.0,1,35,0
9400.0,0,8,0,136,215,0.5862068965517242,1,37,0
4500.0,0,1,0,150,24,1.0,6,1,1
8299.0,6,5,0,140,42,1.0,1,20,0
7000.0,6,8,0,124,38,0.44827586206896547,6,35,0
2499.0,6,0,1,116,20,1.0,1,28,0
1750.0,6,2,1,60,96,1.0,6,10,0
1950.0,0,1,1,60,126,1.0,6,27,0
3000.0,3,4,1,90,45,1.0,1,5,0
2200.0,2,6,1,60,95,1.0,6,10,0
2400.0,2,6,1,68,145,1.0,1,27,0
2000.0,6,16,1,140,208,1.0,1,10,0
5490.0,5,6,1,105,37,0.44827586206896547,6,24,1
1950.0,3,5,0,170,92,1.0,6,27,0
3000.0,0,0,1,125,54,1.0,1,20,0
9600.0,7,6,1,150,59,1.0,1,3,0
2299.0,2,8,1,90,78,0.6551724137931034,6,24,1
1600.0,2,2,1,60,78,1.0,6,24,0
1990.0,6,1,1,129,54,1.0,6,20,0
6350.0,2,10,1,82,95,0.44827586206896547,6,10,0
17500.0,4,8,1,200,210,0.3793103448275862,6,1,0
2349.0,0,1,0,163,54,1.0,6,20,0
2100.0,0,3,1,125,97,1.0,4,33,1
14300.0,0,9,0,143,9,1.0,1,2,0
4490.0,2,9,1,60,94,0.0,6,31,0
2600.0,1,5,1,116,105,1.0,1,10,0
2100.0,0,0,1,110,26,1.0,1,1,0
6300.0,2,11,1,97,176,0.5862068965517242,6,15,0
5250.0,6,7,1,105,8,0.5862068965517242,6,19,0
3599.0,6,5,1,101,219,1.0,1,24,0
6500.0,6,0,1,198,193,1.0,6,20,0
8200.0,7,11,1,140,20,1.0,1,14,0
1990.0,6,1,1,192,9,1.0,6,2,0
2550.0,3,1,1,125,234,1.0,6,24,0
11900.0,0,7,1,150,9,0.8275862068965517,6,2,0
2450.0,2,2,1,50,135,0.44827586206896547,6,36,0
3390.0,2,5,1,69,95,1.0,6,10,0
4500.0,6,2,1,170,13,1.0,6,2,0
1550.0,2,0,1,50,95,0.6551724137931034,6,10,0
1490.0,4,0,0,163,20,1.0,6,4,0
5950.0,6,16,1,170,109,1.0,1,36,0
8900.0,6,7,1,177,5,1.0,1,2,0
6900.0,6,8,1,105,109,0.8275862068965517,1,36,0
11666.0,2,11,1,98,156,0.31034482758620685,6,21,0
5990.0,4,2,1,224,210,1.0,6,1,0
2499.0,0,5,1,64,94,1.0,6,31,0
1999.0,0,2,1,90,77,1.0,1,35,0
5500.0,0,3,1,143,54,1.0,1,20,0
5600.0,4,7,1,125,203,0.6551724137931034,6,24,0
3699.0,0,4,0,150,128,1.0,1,27,0
6500.0,6,5,1,177,13,1.0,1,2,0
3400.0,4,5,1,109,6,1.0,6,25,0
2300.0,6,3,1,116,96,1.0,1,10,0
5000.0,3,5,0,116,189,1.0,1,36,0
3800.0,0,6,0,140,160,1.0,1,36,0
8300.0,0,8,0,140,24,1.0,1,1,0
2200.0,3,3,1,102,186,1.0,1,27,0
3999.0,6,2,1,116,54,1.0,1,20,0
3900.0,0,5,1,147,14,1.0,6,19,0
2599.0,6,6,1,110,6,1.0,1,25,0
15000.0,4,10,1,120,75,0.24137931034482757,6,21,0
9800.0,6,11,1,140,68,0.3793103448275862,6,11,0
6000.0,2,6,1,115,28,0.6551724137931034,6,20,0
3400.0,7,3,1,136,227,1.0,1,23,0
18500.0,0,10,0,204,90,0.8275862068965517,6,20,0
2000.0,6,4,1,75,109,0.8275862068965517,6,36,1
16490.0,7,12,1,140,20,0.1724137931034483,6,24,0
4100.0,2,13,1,68,195,0.44827586206896547,6,3,0
5500.0,6,11,1,160,109,0.44827586206896547,6,36,1
6300.0,4,4,1,102,44,0.8275862068965517,6,36,0
1900.0,4,5,1,109,6,1.0,1,25,0
3890.0,2,5,1,75,113,0.5862068965517242,6,30,0
8495.0,3,6,0,102,109,0.5172413793103449,6,36,0
4890.0,5,9,0,71,99,0.5172413793103449,6,32,0
1800.0,2,8,1,69,106,1.0,4,12,0
5900.0,6,6,1,83,68,0.6551724137931034,6,11,0
12900.0,2,12,1,136,201,0.24137931034482757,6,34,0
37000.0,6,15,0,190,226,0.0,1,2,0
11300.0,6,10,1,163,53,0.8275862068965517,1,5,0
3350.0,3,2,1,128,20,1.0,1,25,0
3900.0,0,7,1,116,94,1.0,6,31,0
3680.0,6,5,1,105,37,1.0,6,24,0
12900.0,0,9,1,140,160,0.8275862068965517,1,36,0
4800.0,2,9,1,86,20,0.6551724137931034,6,19,0
4150.0,0,4,1,143,9,0.8275862068965517,6,2,0
2690.0,2,2,1,80,95,1.0,6,10,0
5200.0,3,11,1,75,74,0.31034482758620685,1,24,0
1750.0,6,1,1,101,96,0.5862068965517242,6,10,0
11499.0,6,10,1,143,24,1.0,1,1,0
15000.0,7,6,0,190,137,1.0,1,20,0
2999.0,3,4,1,82,126,1.0,1,27,0
4700.0,6,1,0,143,90,0.8275862068965517,1,20,0
5600.0,6,3,0,177,90,1.0,1,20,0
19900.0,6,13,1,105,23,0.10344827586206896,6,1,0
3700.0,0,4,1,131,160,1.0,1,36,0
4300.0,2,7,1,80,78,0.5172413793103449,6,24,0
4500.0,2,9,0,61,99,0.31034482758620685,6,32,0
1150.0,0,5,0,131,146,1.0,1,10,1
23456.0,0,10,1,177,13,0.5172413793103449,1,2,0
3700.0,2,10,1,60,6,0.24137931034482757,6,25,1
12998.0,6,13,1,140,37,0.3793103448275862,6,24,0
1200.0,0,4,1,113,141,0.10344827586206896,6,27,1
2300.0,6,3,1,115,164,0.8275862068965517,6,23,0
11900.0,6,11,1,105,109,0.10344827586206896,6,36,0
5999.0,6,7,1,102,117,0.5172413793103449,6,36,0
4850.0,3,4,1,101,207,1.0,1,36,0
4790.0,0,6,1,140,154,1.0,1,31,0
8000.0,6,12,1,177,24,1.0,1,1,0
6500.0,4,10,1,71,99,0.24137931034482757,6,32,0
23900.0,7,14,1,136,112,0.1724137931034483,1,12,0
16700.0,4,9,0,184,75,0.24137931034482757,6,21,0
6450.0,3,8,1,84,209,1.0,6,36,0
18900.0,7,8,0,190,137,1.0,1,20,0
7800.0,6,9,1,122,109,1.0,6,36,0
11000.0,7,7,1,150,59,0.6551724137931034,1,3,0
3240.0,6,1,1,75,109,1.0,6,36,0
27900.0,7,9,0,235,226,0.3793103448275862,1,2,0
7450.0,3,9,1,116,42,0.8275862068965517,6,20,0
2490.0,6,0,1,116,109,1.0,1,36,0
1750.0,2,3,1,60,163,1.0,6,36,0
11500.0,0,9,1,140,109,0.8275862068965517,1,36,0
3300.0,3,2,1,102,209,1.0,1,36,0
7800.0,4,7,1,126,149,0.8275862068965517,6,19,0
1100.0,6,16,1,75,37,0.8275862068965517,6,24,0
8900.0,0,10,1,105,154,1.0,1,31,0
13999.0,5,13,1,163,166,0.31034482758620685,6,9,0
21399.0,6,12,0,211,109,0.44827586206896547,6,36,0
2999.0,0,0,1,150,13,1.0,6,2,0
1580.0,2,3,1,58,78,1.0,6,24,0
2795.0,2,4,1,60,159,0.6551724137931034,6,9,0
17500.0,7,10,1,200,204,0.3793103448275862,6,36,0
1400.0,0,0,1,101,96,1.0,6,10,0
17500.0,7,9,0,170,168,1.0,1,1,0
6999.0,7,4,1,195,226,1.0,1,2,0
2700.0,0,1,1,147,219,1.0,6,24,0
8199.0,0,9,1,176,9,1.0,1,2,0
6500.0,6,5,1,129,5,0.8275862068965517,6,2,0
4900.0,0,6,1,143,14,1.0,1,19,0
6950.0,3,6,0,150,234,1.0,1,24,0
3499.0,3,5,1,136,20,1.0,1,27,1
4499.0,0,6,1,150,141,1.0,1,27,0
9000.0,7,3,0,163,110,0.5862068965517242,1,14,0
7350.0,5,6,1,116,5,1.0,6,2,0
2600.0,6,2,1,125,219,1.0,1,24,0
3450.0,3,4,1,80,198,1.0,1,20,0
13250.0,0,10,0,220,26,1.0,6,1,0
1850.0,2,2,1,75,6,1.0,6,25,0
